"RunID","FishingYear","FisheryID","TimeStep","MinimumSize","MaximumSize"
1,1980,52,3,100,0
1,1980,53,3,480,0
1,1980,54,3,480,0
1,1980,55,3,100,0
1,1980,56,3,480,0
1,1980,57,3,480,0
1,1980,58,3,100,0
1,1980,59,3,100,0
1,1980,60,3,480,0
1,1980,61,3,100,0
1,1980,62,3,480,0
1,1980,63,3,100,0
1,1980,64,3,480,0
1,1980,65,3,100,0
1,1980,66,3,100,0
1,1980,67,3,480,0
1,1980,68,3,100,0
1,1980,69,3,100,0
1,1980,70,3,100,0
1,1980,71,3,100,0
1,1980,72,3,100,0
1,1980,73,3,100,0
1,1980,1,4,670,0
1,1980,2,4,100,0
1,1980,3,4,670,0
1,1980,4,4,100,0
1,1980,5,4,100,0
1,1980,6,4,100,0
1,1980,7,4,100,0
1,1980,8,4,450,0
1,1980,9,4,620,0
1,1980,10,4,620,0
1,1980,11,4,620,0
1,1980,12,4,480,0
1,1980,13,4,450,0
1,1980,14,4,450,0
1,1980,15,4,450,0
1,1980,16,4,670,0
1,1980,17,4,520,0
1,1980,18,4,570,0
1,1980,19,4,100,0
1,1980,20,4,670,0
1,1980,21,4,670,0
1,1980,22,4,570,0
1,1980,23,4,100,0
1,1980,24,4,100,0
1,1980,25,4,100,0
1,1980,26,4,670,0
1,1980,27,4,570,0
1,1980,28,4,100,0
1,1980,29,4,570,0
1,1980,30,4,620,0
1,1980,31,4,520,0
1,1980,32,4,620,0
1,1980,33,4,520,0
1,1980,34,4,620,0
1,1980,35,4,520,0
1,1980,36,4,480,0
1,1980,37,4,100,0
1,1980,38,4,100,0
1,1980,39,4,100,0
1,1980,40,4,100,0
1,1980,41,4,520,0
1,1980,42,4,480,0
1,1980,43,4,100,0
1,1980,44,4,100,0
1,1980,45,4,480,0
1,1980,46,4,100,0
1,1980,47,4,100,0
1,1980,48,4,480,0
1,1980,49,4,100,0
1,1980,50,4,100,0
1,1980,51,4,100,0
1,1980,52,4,100,0
1,1980,53,4,480,0
1,1980,54,4,480,0
1,1980,55,4,100,0
1,1980,56,4,480,0
1,1980,57,4,480,0
1,1980,58,4,100,0
1,1980,59,4,100,0
1,1980,60,4,480,0
1,1980,61,4,100,0
1,1980,62,4,480,0
1,1980,63,4,100,0
1,1980,64,4,480,0
1,1980,65,4,100,0
1,1980,66,4,100,0
1,1980,67,4,480,0
1,1980,68,4,100,0
1,1980,69,4,100,0
1,1980,70,4,100,0
1,1980,71,4,100,0
1,1980,72,4,100,0
1,1980,73,4,100,0
1,1990,57,3,520,0
1,1990,57,4,520,0
1,1990,58,1,100,0
1,1990,58,2,100,0
1,1990,58,3,100,0
1,1990,58,4,100,0
1,1990,59,1,100,0
1,1990,59,2,100,0
1,1990,59,3,100,0
1,1990,59,4,100,0
1,1990,60,1,520,0
1,1990,60,2,520,0
1,1990,60,3,520,0
1,1990,60,4,520,0
1,1990,61,1,100,0
1,1990,61,2,100,0
1,1990,61,3,100,0
1,1990,61,4,100,0
1,1990,62,1,520,0
1,1990,62,2,520,0
1,1990,62,3,520,0
1,1990,62,4,520,0
1,1990,63,1,100,0
1,1990,63,2,100,0
1,1990,63,3,100,0
1,1990,63,4,100,0
1,1990,64,1,520,0
1,1990,64,2,520,0
1,1990,64,3,520,0
1,1990,64,4,520,0
1,1990,65,1,100,0
1,1990,65,2,100,0
1,1990,65,3,100,0
1,1990,65,4,100,0
1,1990,66,1,100,0
1,1990,66,2,100,0
1,1990,66,3,100,0
1,1990,66,4,100,0
1,1990,67,1,520,0
1,1990,67,2,520,0
1,1990,67,3,520,0
1,1990,67,4,520,0
1,1990,68,1,100,0
1,1990,68,2,100,0
1,1990,68,3,100,0
1,1990,68,4,100,0
1,1990,69,1,100,0
1,1990,69,2,100,0
1,1990,69,3,100,0
1,1990,69,4,100,0
1,1990,70,1,100,0
1,1990,70,2,100,0
1,1990,70,3,100,0
1,1990,70,4,100,0
1,1990,71,1,100,0
1,1990,71,2,100,0
1,1990,71,3,100,0
1,1990,71,4,100,0
1,1990,72,1,100,0
1,1990,72,2,100,0
1,1990,72,3,100,0
1,1990,72,4,100,0
1,1990,73,1,100,0
1,1990,73,2,100,0
1,1990,73,3,100,0
1,1990,73,4,100,0
1,1991,1,1,670,0
1,1991,1,2,670,0
1,1991,1,3,670,0
1,1991,1,4,670,0
1,1991,2,1,100,0
1,1991,2,2,100,0
1,1991,2,3,100,0
1,1991,2,4,100,0
1,1991,3,1,670,0
1,1991,3,2,670,0
1,1991,3,3,670,0
1,1991,3,4,670,0
1,1991,4,1,100,0
1,1991,4,2,100,0
1,1991,4,3,100,0
1,1991,4,4,100,0
1,1991,5,1,100,0
1,1991,5,2,100,0
1,1991,5,3,100,0
1,1991,5,4,100,0
1,1991,6,1,100,0
1,1991,6,2,100,0
1,1991,6,3,100,0
1,1991,6,4,100,0
1,1991,7,1,100,0
1,1991,7,2,100,0
1,1991,7,3,100,0
1,1991,7,4,100,0
1,1991,8,1,450,0
1,1991,8,2,450,0
1,1991,8,3,450,0
1,1991,8,4,450,0
1,1991,9,1,670,0
1,1991,9,2,670,0
1,1991,9,3,670,0
1,1991,9,4,670,0
1,1991,10,1,670,0
1,1991,10,2,670,0
1,1991,10,3,670,0
1,1991,10,4,670,0
1,1991,11,1,600,0
1,1991,11,2,600,0
1,1991,11,3,600,0
1,1991,11,4,600,0
1,1991,12,1,620,0
1,1991,12,2,620,0
1,1991,12,3,620,0
1,1991,12,4,620,0
1,1991,13,1,620,0
1,1991,13,2,620,0
1,1991,13,3,620,0
1,1991,13,4,620,0
1,1991,14,1,620,0
1,1991,14,2,620,0
1,1991,14,3,620,0
1,1991,14,4,620,0
1,1991,15,1,450,0
1,1991,15,2,450,0
1,1991,15,3,450,0
1,1991,15,4,450,0
1,1991,16,1,670,0
1,1991,16,2,670,0
1,1991,16,3,670,0
1,1991,16,4,670,0
1,1991,17,1,520,0
1,1991,17,2,570,0
1,1991,17,3,570,0
1,1991,17,4,520,0
1,1991,18,1,570,0
1,1991,18,2,570,0
1,1991,18,3,570,0
1,1991,18,4,570,0
1,1991,19,1,100,0
1,1991,19,2,100,0
1,1991,19,3,100,0
1,1991,19,4,100,0
1,1991,20,1,670,0
1,1991,20,2,670,0
1,1991,20,3,670,0
1,1991,20,4,670,0
1,1991,21,1,570,0
1,1991,21,2,570,0
1,1991,21,3,570,0
1,1991,21,4,570,0
1,1991,22,1,570,0
1,1991,22,2,570,0
1,1991,22,3,570,0
1,1991,22,4,570,0
1,1991,23,1,100,0
1,1991,23,2,100,0
1,1991,23,3,100,0
1,1991,23,4,100,0
1,1991,24,1,100,0
1,1991,24,2,100,0
1,1991,24,3,100,0
1,1991,24,4,100,0
1,1991,25,1,100,0
1,1991,25,2,100,0
1,1991,25,3,100,0
1,1991,25,4,100,0
1,1991,26,1,670,0
1,1991,26,2,670,0
1,1991,26,3,670,0
1,1991,26,4,670,0
1,1991,27,1,570,0
1,1991,27,2,570,0
1,1991,27,3,570,0
1,1991,27,4,570,0
1,1991,28,1,100,0
1,1991,28,2,100,0
1,1991,28,3,100,0
1,1991,28,4,100,0
1,1991,29,1,570,0
1,1991,29,2,570,0
1,1991,29,3,570,0
1,1991,29,4,570,0
1,1991,30,1,620,0
1,1991,30,2,620,0
1,1991,30,3,620,0
1,1991,30,4,620,0
1,1991,31,1,480,0
1,1991,31,2,480,0
1,1991,31,3,480,0
1,1991,31,4,480,0
1,1991,32,1,620,0
1,1991,32,2,620,0
1,1991,32,3,620,0
1,1991,32,4,620,0
1,1991,33,1,480,0
1,1991,33,2,480,0
1,1991,33,3,480,0
1,1991,33,4,480,0
1,1991,34,1,620,0
1,1991,34,2,620,0
1,1991,34,3,620,0
1,1991,34,4,620,0
1,1991,35,1,480,0
1,1991,35,2,480,0
1,1991,35,3,480,0
1,1991,35,4,480,0
1,1991,36,1,520,0
1,1991,36,2,520,0
1,1991,36,3,520,0
1,1991,36,4,520,0
1,1991,37,1,100,0
1,1991,37,2,100,0
1,1991,37,3,100,0
1,1991,37,4,100,0
1,1991,38,1,100,0
1,1991,38,2,100,0
1,1991,38,3,100,0
1,1991,38,4,100,0
1,1991,39,1,100,0
1,1991,39,2,100,0
1,1991,39,3,100,0
1,1991,39,4,100,0
1,1991,40,1,100,0
1,1991,40,2,100,0
1,1991,40,3,100,0
1,1991,40,4,100,0
1,1991,41,1,520,0
1,1991,41,2,520,0
1,1991,41,3,520,0
1,1991,41,4,520,0
1,1991,42,1,520,0
1,1991,42,2,520,0
1,1991,42,3,520,0
1,1991,42,4,520,0
1,1991,43,1,100,0
1,1991,43,2,100,0
1,1991,43,3,100,0
1,1991,43,4,100,0
1,1991,44,1,100,0
1,1991,44,2,100,0
1,1991,44,3,100,0
1,1991,44,4,100,0
1,1991,45,1,520,0
1,1991,45,2,520,0
1,1991,45,3,520,0
1,1991,45,4,520,0
1,1991,46,1,100,0
1,1991,46,2,100,0
1,1991,46,3,100,0
1,1991,46,4,100,0
1,1991,47,1,100,0
1,1991,47,2,100,0
1,1991,47,3,100,0
1,1991,47,4,100,0
1,1992,38,3,100,0
1,1992,38,4,100,0
1,1992,39,1,100,0
1,1992,39,2,100,0
1,1992,39,3,100,0
1,1992,39,4,100,0
1,1992,40,1,100,0
1,1992,40,2,100,0
1,1992,40,3,100,0
1,1992,40,4,100,0
1,1992,41,1,520,0
1,1992,41,2,520,0
1,1992,41,3,520,0
1,1992,41,4,520,0
1,1992,42,1,520,0
1,1992,42,2,520,0
1,1992,42,3,520,0
1,1992,42,4,520,0
1,1992,43,1,100,0
1,1992,43,2,100,0
1,1992,43,3,100,0
1,1992,43,4,100,0
1,1992,44,1,100,0
1,1992,44,2,100,0
1,1992,44,3,100,0
1,1992,44,4,100,0
1,1992,45,1,520,0
1,1992,45,2,520,0
1,1992,45,3,520,0
1,1992,45,4,520,0
1,1992,46,1,100,0
1,1992,46,2,100,0
1,1992,46,3,100,0
1,1992,46,4,100,0
1,1992,47,1,100,0
1,1992,47,2,100,0
1,1992,47,3,100,0
1,1992,47,4,100,0
1,1992,48,1,520,0
1,1992,48,2,520,0
1,1992,48,3,520,0
1,1992,48,4,520,0
1,1992,49,1,100,0
1,1992,49,2,100,0
1,1992,49,3,100,0
1,1992,49,4,100,0
1,1992,50,1,100,0
1,1992,50,2,100,0
1,1992,50,3,100,0
1,1992,50,4,100,0
1,1992,51,1,100,0
1,1992,51,2,100,0
1,1992,51,3,100,0
1,1992,51,4,100,0
1,1992,52,1,100,0
1,1992,52,2,100,0
1,1992,52,3,100,0
1,1992,52,4,100,0
1,1992,53,1,520,0
1,1992,53,2,520,0
1,1992,53,3,520,0
1,1992,53,4,520,0
1,1992,54,1,520,0
1,1992,54,2,520,0
1,1992,54,3,520,0
1,1992,54,4,520,0
1,1992,55,1,100,0
1,1992,55,2,100,0
1,1992,55,3,100,0
1,1992,55,4,100,0
1,1992,56,1,520,0
1,1992,56,2,520,0
1,1992,56,3,520,0
1,1992,56,4,520,0
1,1992,57,1,520,0
1,1992,57,2,520,0
1,1992,57,3,520,0
1,1992,57,4,520,0
1,1992,58,1,100,0
1,1992,58,2,100,0
1,1992,58,3,100,0
1,1992,58,4,100,0
1,1992,59,1,100,0
1,1992,59,2,100,0
1,1992,59,3,100,0
1,1992,59,4,100,0
1,1992,60,1,520,0
1,1992,60,2,520,0
1,1992,60,3,520,0
1,1992,60,4,520,0
1,1992,61,1,100,0
1,1992,61,2,100,0
1,1992,61,3,100,0
1,1992,61,4,100,0
1,1992,62,1,520,0
1,1992,62,2,520,0
1,1992,62,3,520,0
1,1992,62,4,520,0
1,1992,63,1,100,0
1,1992,63,2,100,0
1,1992,63,3,100,0
1,1992,63,4,100,0
1,1992,64,1,520,0
1,1992,64,2,520,0
1,1992,64,3,520,0
1,1992,64,4,520,0
1,1992,65,1,100,0
1,1992,65,2,100,0
1,1992,65,3,100,0
1,1992,65,4,100,0
1,1992,66,1,100,0
1,1992,66,2,100,0
1,1992,66,3,100,0
1,1992,66,4,100,0
1,1992,67,1,520,0
1,1992,67,2,520,0
1,1992,67,3,520,0
1,1992,67,4,520,0
1,1992,68,1,100,0
1,1992,68,2,100,0
1,1992,68,3,100,0
1,1992,68,4,100,0
1,1992,69,1,100,0
1,1992,69,2,100,0
1,1992,69,3,100,0
1,1992,69,4,100,0
1,1992,70,1,100,0
1,1992,70,2,100,0
1,1992,70,3,100,0
1,1992,70,4,100,0
1,1992,71,1,100,0
1,1992,71,2,100,0
1,1992,71,3,100,0
1,1992,71,4,100,0
1,1992,72,1,100,0
1,1992,72,2,100,0
1,1992,72,3,100,0
1,1992,72,4,100,0
1,1992,73,1,100,0
1,1992,73,2,100,0
1,1992,73,3,100,0
1,1992,73,4,100,0
1,1993,1,1,670,0
1,1993,1,2,670,0
1,1993,1,3,670,0
1,1993,1,4,670,0
1,1993,2,1,100,0
1,1993,2,2,100,0
1,1993,2,3,100,0
1,1993,2,4,100,0
1,1993,3,1,670,0
1,1993,3,2,670,0
1,1993,3,3,670,0
1,1993,3,4,670,0
1,1993,4,1,100,0
1,1993,4,2,100,0
1,1993,4,3,100,0
1,1993,4,4,100,0
1,1993,5,1,100,0
1,1993,5,2,100,0
1,1993,5,3,100,0
1,1993,5,4,100,0
1,1993,6,1,100,0
1,1993,6,2,100,0
1,1993,6,3,100,0
1,1993,6,4,100,0
1,1993,7,1,100,0
1,1993,7,2,100,0
1,1993,7,3,100,0
1,1993,7,4,100,0
1,1993,8,1,450,0
1,1993,8,2,450,0
1,1993,8,3,450,0
1,1993,8,4,450,0
1,1993,9,1,670,0
1,1993,9,2,670,0
1,1993,9,3,670,0
1,1993,9,4,670,0
1,1993,10,1,670,0
1,1993,10,2,670,0
1,1993,10,3,670,0
1,1993,10,4,670,0
1,1993,11,1,600,0
1,1993,11,2,600,0
1,1993,11,3,600,0
1,1993,11,4,600,0
1,1993,12,1,620,0
1,1993,12,2,620,0
1,1993,12,3,620,0
1,1993,12,4,620,0
1,1993,13,1,620,0
1,1993,13,2,620,0
1,1993,13,3,620,0
1,1993,13,4,620,0
1,1993,14,1,620,0
1,1993,14,2,620,0
1,1993,14,3,620,0
1,1993,14,4,620,0
1,1993,15,1,450,0
1,1993,15,2,450,0
1,1993,15,3,450,0
1,1993,15,4,450,0
1,1993,16,1,670,0
1,1993,16,2,670,0
1,1993,16,3,670,0
1,1993,16,4,670,0
1,1993,17,1,520,0
1,1993,17,2,570,0
1,1993,17,3,570,0
1,1993,17,4,520,0
1,1993,18,1,570,0
1,1993,18,2,570,0
1,1993,18,3,570,0
1,1993,18,4,570,0
1,1993,19,1,100,0
1,1993,19,2,100,0
1,1993,19,3,100,0
1,1993,19,4,100,0
1,1993,20,1,670,0
1,1993,20,2,670,0
1,1993,20,3,670,0
1,1993,20,4,670,0
1,1993,21,1,570,0
1,1993,21,2,570,0
1,1993,21,3,570,0
1,1993,21,4,570,0
1,1993,22,1,570,0
1,1993,22,2,570,0
1,1993,22,3,570,0
1,1993,22,4,570,0
1,1993,23,1,100,0
1,1993,23,2,100,0
1,1993,23,3,100,0
1,1993,23,4,100,0
1,1993,24,1,100,0
1,1993,24,2,100,0
1,1993,24,3,100,0
1,1993,24,4,100,0
1,1993,25,1,100,0
1,1993,25,2,100,0
1,1993,25,3,100,0
1,1993,25,4,100,0
1,1993,26,1,670,0
1,1993,26,2,670,0
1,1993,26,3,670,0
1,1993,26,4,670,0
1,1993,27,1,570,0
1,1993,27,2,570,0
1,1993,27,3,570,0
1,1993,27,4,570,0
1,1993,28,1,100,0
1,1993,28,2,100,0
1,1993,28,3,100,0
1,1993,28,4,100,0
1,1993,29,1,570,0
1,1993,29,2,570,0
1,1993,29,3,570,0
1,1993,29,4,570,0
1,1993,30,1,620,0
1,1993,30,2,620,0
1,1993,30,3,620,0
1,1993,30,4,620,0
1,1993,31,1,480,0
1,1993,31,2,480,0
1,1993,31,3,480,0
1,1993,31,4,480,0
1,1993,32,1,620,0
1,1993,32,2,620,0
1,1993,32,3,620,0
1,1993,32,4,620,0
1,1993,33,1,480,0
1,1993,33,2,480,0
1,1993,33,3,480,0
1,1993,33,4,480,0
1,1993,34,1,620,0
1,1993,34,2,620,0
1,1993,34,3,620,0
1,1993,34,4,620,0
1,1993,35,1,480,0
1,1993,35,2,480,0
1,1993,35,3,480,0
1,1993,35,4,480,0
1,1993,36,1,520,0
1,1993,36,2,520,0
1,1993,36,3,520,0
1,1993,36,4,520,0
1,1993,37,1,100,0
1,1993,37,2,100,0
1,1993,37,3,100,0
1,1993,37,4,100,0
1,1993,38,1,100,0
1,1993,38,2,100,0
1,1993,38,3,100,0
1,1993,38,4,100,0
1,1993,39,1,100,0
1,1993,39,2,100,0
1,1993,39,3,100,0
1,1993,39,4,100,0
1,1993,40,1,100,0
1,1993,40,2,100,0
1,1993,40,3,100,0
1,1993,40,4,100,0
1,1993,41,1,520,0
1,1993,41,2,520,0
1,1993,41,3,520,0
1,1993,41,4,520,0
1,1993,42,1,520,0
1,1993,42,2,520,0
1,1993,42,3,520,0
1,1993,42,4,520,0
1,1993,43,1,100,0
1,1993,43,2,100,0
1,1993,43,3,100,0
1,1993,43,4,100,0
1,1993,44,1,100,0
1,1993,44,2,100,0
1,1993,44,3,100,0
1,1993,44,4,100,0
1,1993,45,1,520,0
1,1993,45,2,520,0
1,1993,45,3,520,0
1,1993,45,4,520,0
1,1993,46,1,100,0
1,1993,46,2,100,0
1,1993,46,3,100,0
1,1993,46,4,100,0
1,1993,47,1,100,0
1,1993,47,2,100,0
1,1993,47,3,100,0
1,1993,47,4,100,0
1,1993,48,1,520,0
1,1993,48,2,520,0
1,1993,48,3,520,0
1,1993,48,4,520,0
1,1993,49,1,100,0
1,1993,49,2,100,0
1,1993,49,3,100,0
1,1993,49,4,100,0
1,1993,50,1,100,0
1,1993,50,2,100,0
1,1993,50,3,100,0
1,1993,50,4,100,0
1,1993,51,1,100,0
1,1993,51,2,100,0
1,1993,51,3,100,0
1,1993,51,4,100,0
1,1993,52,1,100,0
1,1993,52,2,100,0
1,1993,52,3,100,0
1,1993,52,4,100,0
1,1993,53,1,520,0
1,1993,53,2,520,0
1,1993,53,3,520,0
1,1993,53,4,520,0
1,1993,54,1,520,0
1,1993,54,2,520,0
1,1993,54,3,520,0
1,1993,54,4,520,0
1,1993,55,1,100,0
1,1993,55,2,100,0
1,1993,55,3,100,0
1,1993,55,4,100,0
1,1993,56,1,520,0
1,1993,56,2,520,0
1,1993,56,3,520,0
1,1993,56,4,520,0
1,1993,57,1,520,0
1,1993,57,2,520,0
1,1993,57,3,520,0
1,1993,57,4,520,0
1,1993,58,1,100,0
1,1993,58,2,100,0
1,1993,58,3,100,0
1,1993,58,4,100,0
1,1993,59,1,100,0
1,1993,59,2,100,0
1,1993,59,3,100,0
1,1993,59,4,100,0
1,1993,60,1,520,0
1,1993,60,2,520,0
1,1993,60,3,520,0
1,1993,60,4,520,0
1,1993,61,1,100,0
1,1993,61,2,100,0
1,1993,61,3,100,0
1,1993,61,4,100,0
1,1993,62,1,520,0
1,1993,62,2,520,0
1,1993,62,3,520,0
1,1993,62,4,520,0
1,1993,63,1,100,0
1,1993,63,2,100,0
1,1993,63,3,100,0
1,1993,63,4,100,0
1,1993,64,1,520,0
1,1993,64,2,520,0
1,1993,64,3,520,0
1,1993,64,4,520,0
1,1993,65,1,100,0
1,1993,65,2,100,0
1,1993,65,3,100,0
1,1993,65,4,100,0
1,1993,66,1,100,0
1,1993,66,2,100,0
1,1993,66,3,100,0
1,1993,66,4,100,0
1,1993,67,1,520,0
1,1993,67,2,520,0
1,1993,67,3,520,0
1,1993,67,4,520,0
1,1993,68,1,100,0
1,1993,68,2,100,0
1,1993,68,3,100,0
1,1993,68,4,100,0
1,1993,69,1,100,0
1,1993,69,2,100,0
1,1993,69,3,100,0
1,1993,69,4,100,0
1,1993,70,1,100,0
1,1993,70,2,100,0
1,1993,70,3,100,0
1,1993,70,4,100,0
1,1993,71,1,100,0
1,1993,71,2,100,0
1,1993,71,3,100,0
1,1993,71,4,100,0
1,1993,72,1,100,0
1,1993,72,2,100,0
1,1993,72,3,100,0
1,1993,72,4,100,0
1,1993,73,1,100,0
1,1993,73,2,100,0
1,1993,73,3,100,0
1,1993,73,4,100,0
1,1994,1,1,670,0
1,1994,1,2,670,0
1,1994,1,3,670,0
1,1994,1,4,670,0
1,1994,2,1,100,0
1,1994,2,2,100,0
1,1994,2,3,100,0
1,1994,2,4,100,0
1,1994,3,1,670,0
1,1994,3,2,670,0
1,1994,3,3,670,0
1,1994,3,4,670,0
1,1994,4,1,100,0
1,1994,4,2,100,0
1,1994,4,3,100,0
1,1994,4,4,100,0
1,1994,5,1,100,0
1,1994,5,2,100,0
1,1994,5,3,100,0
1,1994,5,4,100,0
1,1994,6,1,100,0
1,1994,6,2,100,0
1,1994,6,3,100,0
1,1994,6,4,100,0
1,1994,7,1,100,0
1,1994,7,2,100,0
1,1994,7,3,100,0
1,1994,7,4,100,0
1,1994,8,1,450,0
1,1994,8,2,450,0
1,1994,8,3,450,0
1,1994,8,4,450,0
1,1994,9,1,670,0
1,1994,9,2,670,0
1,1994,9,3,670,0
1,1994,9,4,670,0
1,1994,10,1,670,0
1,1994,10,2,670,0
1,1994,10,3,670,0
1,1994,10,4,670,0
1,1994,11,1,600,0
1,1994,11,2,600,0
1,1994,11,3,600,0
1,1994,11,4,600,0
1,1994,12,1,620,0
1,1994,12,2,620,0
1,1994,12,3,620,0
1,1994,12,4,620,0
1,1994,13,1,620,0
1,1994,13,2,620,0
1,1994,13,3,620,0
1,1994,13,4,620,0
1,1994,14,1,620,0
1,1994,14,2,620,0
1,1994,14,3,620,0
1,1994,14,4,620,0
1,1994,15,1,450,0
1,1994,15,2,450,0
1,1994,15,3,450,0
1,1994,15,4,450,0
1,1994,16,1,670,0
1,1994,16,2,670,0
1,1994,16,3,670,0
1,1994,16,4,670,0
1,1994,17,1,520,0
1,1994,17,2,570,0
1,1994,17,3,570,0
1,1994,17,4,520,0
1,1994,18,1,570,0
1,1994,18,2,570,0
1,1994,18,3,570,0
1,1994,18,4,570,0
1,1994,19,1,100,0
1,1994,19,2,100,0
1,1994,19,3,100,0
1,1994,19,4,100,0
1,1994,20,1,670,0
1,1994,20,2,670,0
1,1994,20,3,670,0
1,1994,20,4,670,0
1,1994,21,1,570,0
1,1994,21,2,570,0
1,1994,21,3,570,0
1,1994,21,4,570,0
1,1994,22,1,570,0
1,1994,22,2,570,0
1,1994,22,3,570,0
1,1994,22,4,570,0
1,1994,23,1,100,0
1,1994,23,2,100,0
1,1994,23,3,100,0
1,1994,23,4,100,0
1,1994,24,1,100,0
1,1994,24,2,100,0
1,1994,24,3,100,0
1,1994,24,4,100,0
1,1994,25,1,100,0
1,1994,25,2,100,0
1,1994,25,3,100,0
1,1994,25,4,100,0
1,1994,26,1,670,0
1,1994,26,2,670,0
1,1994,26,3,670,0
1,1994,26,4,670,0
1,1994,27,1,570,0
1,1994,27,2,570,0
1,1994,27,3,570,0
1,1994,27,4,570,0
1,1994,28,1,100,0
1,1994,28,2,100,0
1,1994,28,3,100,0
1,1994,28,4,100,0
1,1994,29,1,570,0
1,1994,29,2,570,0
1,1994,29,3,570,0
1,1994,29,4,570,0
1,1994,30,1,620,0
1,1994,30,2,620,0
1,1994,30,3,620,0
1,1994,30,4,620,0
1,1994,31,1,480,0
1,1994,31,2,480,0
1,1994,31,3,480,0
1,1994,31,4,480,0
1,1994,32,1,620,0
1,1994,32,2,620,0
1,1994,32,3,620,0
1,1994,32,4,620,0
1,1994,33,1,480,0
1,1994,33,2,480,0
1,1994,33,3,480,0
1,1994,33,4,480,0
1,1994,34,1,620,0
1,1994,34,2,620,0
1,1994,34,3,620,0
1,1994,34,4,620,0
1,1994,35,1,480,0
1,1994,35,2,480,0
1,1994,35,3,480,0
1,1994,35,4,480,0
1,1994,36,1,520,0
1,1994,36,2,520,0
1,1994,36,3,520,0
1,1994,36,4,520,0
1,1994,37,1,100,0
1,1994,37,2,100,0
1,1994,37,3,100,0
1,1994,37,4,100,0
1,1994,38,1,100,0
1,1994,38,2,100,0
1,1994,38,3,100,0
1,1994,38,4,100,0
1,1994,39,1,100,0
1,1994,39,2,100,0
1,1994,39,3,100,0
1,1994,39,4,100,0
1,1994,40,1,100,0
1,1994,40,2,100,0
1,1994,40,3,100,0
1,1994,40,4,100,0
1,1994,41,1,520,0
1,1994,41,2,520,0
1,1994,41,3,520,0
1,1994,41,4,520,0
1,1994,42,1,520,0
1,1994,42,2,520,0
1,1994,42,3,520,0
1,1994,42,4,520,0
1,1994,43,1,100,0
1,1994,43,2,100,0
1,1994,43,3,100,0
1,1994,43,4,100,0
1,1994,44,1,100,0
1,1994,44,2,100,0
1,1994,44,3,100,0
1,1994,44,4,100,0
1,1994,45,1,520,0
1,1994,45,2,520,0
1,1994,45,3,520,0
1,1994,45,4,520,0
1,1994,46,1,100,0
1,1994,46,2,100,0
1,1994,46,3,100,0
1,1994,46,4,100,0
1,1994,47,1,100,0
1,1994,47,2,100,0
1,1994,47,3,100,0
1,1994,47,4,100,0
1,1994,48,1,520,0
1,1994,48,2,520,0
1,1994,48,3,520,0
1,1994,48,4,520,0
1,1994,49,1,100,0
