"ID","BasePeriodID","Species","StockID","Age","FisheryID","TimeStep","Catch","Adjusted"
82416.00,2,1,10,5,74,3,7.60,
82416.00,2,1,19,5,74,3,20.00,
82416.00,2,1,22,5,74,3,31.90,
82416.00,2,1,35,5,74,3,164.80,
