"ID","StockID","FisheryID","ShakerInclusionFlag"
1485,21,25,1
1486,21,26,0
1487,21,27,1
1488,21,28,1
1489,21,29,0
1490,21,30,1
1491,21,31,1
1492,21,32,0
1493,21,33,0
1494,21,34,0
1495,21,35,0
1496,21,36,0
1497,21,37,0
1498,21,38,0
1499,21,39,0
1500,21,40,0
1501,21,41,0
1502,21,42,0
1503,21,43,0
1504,21,44,0
1505,21,45,0
1506,21,46,0
1507,21,47,0
1508,21,48,0
1509,21,49,0
1510,21,50,0
1511,21,51,0
1512,21,52,0
1513,21,53,0
1514,21,54,0
1515,21,55,0
1516,21,56,0
1517,21,57,0
1518,21,58,0
1519,21,59,0
1520,21,60,0
1521,21,61,0
1522,21,62,0
1523,21,63,0
1524,21,64,0
1525,21,65,0
1526,21,66,0
1527,21,67,0
1528,21,68,0
1529,21,69,0
1530,21,70,0
1531,21,71,0
1532,21,72,1
1533,21,73,0
1534,22,1,0
1535,22,2,0
1536,22,3,0
1537,22,4,0
1538,22,5,0
1539,22,6,0
1540,22,7,1
1541,22,8,0
1542,22,9,0
1543,22,10,1
1544,22,11,1
1545,22,12,0
1546,22,13,1
1547,22,14,0
1548,22,15,0
1549,22,16,1
1550,22,17,1
1551,22,18,1
1552,22,19,0
1553,22,20,1
1554,22,21,1
1555,22,22,1
1556,22,23,1
1557,22,24,0
1558,22,25,1
1559,22,26,1
1560,22,27,1
1561,22,28,1
1562,22,29,0
1563,22,30,1
1564,22,31,1
1565,22,32,0
1566,22,33,0
1567,22,34,0
1568,22,35,0
1569,22,36,0
1570,22,37,0
1571,22,38,0
1572,22,39,0
1573,22,40,0
1574,22,41,1
1575,22,42,1
1576,22,43,0
1577,22,44,0
1578,22,45,0
1579,22,46,0
1580,22,47,0
1581,22,48,0
1582,22,49,0
1583,22,50,0
1584,22,51,0
1585,22,52,0
1586,22,53,0
1587,22,54,0
1588,22,55,0
1589,22,56,0
1590,22,57,0
1591,22,58,0
1592,22,59,0
1593,22,60,0
1594,22,61,0
1595,22,62,0
1596,22,63,0
1597,22,64,0
1598,22,65,0
1599,22,66,0
1600,22,67,0
1601,22,68,0
1602,22,69,0
1603,22,70,0
1604,22,71,0
1605,22,72,0
1606,22,73,1
1607,23,1,1
1608,23,2,0
1609,23,3,1
1610,23,4,1
1611,23,5,0
1612,23,6,0
1613,23,7,0
1614,23,8,1
1615,23,9,1
1616,23,10,1
1617,23,11,1
1618,23,12,1
1619,23,13,0
1620,23,14,0
1621,23,15,0
1622,23,16,0
1623,23,17,0
1624,23,18,0
1625,23,19,0
1626,23,20,0
1627,23,21,0
1628,23,22,1
1629,23,23,0
1630,23,24,0
1631,23,25,0
1632,23,26,0
1633,23,27,0
1634,23,28,0
1635,23,29,0
1636,23,30,1
1637,23,31,0
1638,23,32,0
1639,23,33,0
1640,23,34,0
1641,23,35,0
1642,23,36,0
1643,23,37,0
1644,23,38,0
1645,23,39,0
1646,23,40,0
1647,23,41,0
1648,23,42,0
1649,23,43,0
1650,23,44,0
1651,23,45,0
1652,23,46,0
1653,23,47,0
1654,23,48,0
