"BasePeriodID","StockID","Age","TimeStep","MaturationRate","RunTime"
3,35,3,4,0.00,1/11/2023 20:49:38
3,35,4,1,0.00,1/11/2023 20:49:38
3,35,4,2,0.00,1/11/2023 20:49:38
3,35,4,3,0.99,1/11/2023 20:49:38
3,35,4,4,0.00,1/11/2023 20:49:38
3,35,5,1,0.00,1/11/2023 20:49:38
3,35,5,2,0.00,1/11/2023 20:49:38
3,35,5,3,1.00,1/11/2023 20:49:38
3,35,5,4,0.00,1/11/2023 20:49:38
3,36,2,1,0.00,1/11/2023 20:49:38
3,36,2,2,0.00,1/11/2023 20:49:38
3,36,2,3,0.00,1/11/2023 20:49:38
3,36,2,4,0.00,1/11/2023 20:49:38
3,36,3,1,0.00,1/11/2023 20:49:38
3,36,3,2,0.00,1/11/2023 20:49:38
3,36,3,3,0.10,1/11/2023 20:49:38
3,36,3,4,0.00,1/11/2023 20:49:38
3,36,4,1,0.00,1/11/2023 20:49:38
3,36,4,2,0.00,1/11/2023 20:49:38
3,36,4,3,0.42,1/11/2023 20:49:38
3,36,4,4,0.00,1/11/2023 20:49:38
3,36,5,1,0.00,1/11/2023 20:49:38
3,36,5,2,0.00,1/11/2023 20:49:38
3,36,5,3,1.00,1/11/2023 20:49:38
3,36,5,4,0.00,1/11/2023 20:49:38
3,37,2,1,0.00,1/11/2023 20:49:38
3,37,2,2,0.00,1/11/2023 20:49:38
3,37,2,3,4.884e-03,1/11/2023 20:49:38
3,37,2,4,0.00,1/11/2023 20:49:38
3,37,3,1,0.00,1/11/2023 20:49:38
3,37,3,2,0.00,1/11/2023 20:49:38
3,37,3,3,0.14,1/11/2023 20:49:38
3,37,3,4,0.00,1/11/2023 20:49:38
3,37,4,1,0.00,1/11/2023 20:49:38
3,37,4,2,0.00,1/11/2023 20:49:38
3,37,4,3,0.56,1/11/2023 20:49:38
3,37,4,4,0.00,1/11/2023 20:49:38
3,37,5,1,0.00,1/11/2023 20:49:38
3,37,5,2,0.00,1/11/2023 20:49:38
3,37,5,3,1.00,1/11/2023 20:49:38
3,37,5,4,0.00,1/11/2023 20:49:38
3,38,2,1,0.00,1/11/2023 20:49:38
3,38,2,2,0.00,1/11/2023 20:49:38
3,38,2,3,0.02,1/11/2023 20:49:38
3,38,2,4,0.00,1/11/2023 20:49:38
3,38,3,1,0.00,1/11/2023 20:49:38
3,38,3,2,0.00,1/11/2023 20:49:38
3,38,3,3,0.16,1/11/2023 20:49:38
3,38,3,4,0.00,1/11/2023 20:49:38
3,38,4,1,0.00,1/11/2023 20:49:38
3,38,4,2,0.00,1/11/2023 20:49:38
3,38,4,3,0.61,1/11/2023 20:49:38
3,38,4,4,0.00,1/11/2023 20:49:38
3,38,5,1,0.00,1/11/2023 20:49:38
3,38,5,2,0.00,1/11/2023 20:49:38
3,38,5,3,1.00,1/11/2023 20:49:38
3,38,5,4,0.00,1/11/2023 20:49:38
3,39,2,1,0.00,1/11/2023 20:49:38
3,39,2,2,0.00,1/11/2023 20:49:38
3,39,2,3,0.04,1/11/2023 20:49:38
3,39,2,4,0.00,1/11/2023 20:49:38
3,39,3,1,0.00,1/11/2023 20:49:38
3,39,3,2,0.00,1/11/2023 20:49:38
3,39,3,3,0.21,1/11/2023 20:49:38
3,39,3,4,0.00,1/11/2023 20:49:38
3,39,4,1,0.00,1/11/2023 20:49:38
3,39,4,2,0.00,1/11/2023 20:49:38
3,39,4,3,0.69,1/11/2023 20:49:38
3,39,4,4,0.00,1/11/2023 20:49:38
3,39,5,1,0.00,1/11/2023 20:49:38
3,39,5,2,0.00,1/11/2023 20:49:38
3,39,5,3,1.00,1/11/2023 20:49:38
3,39,5,4,0.00,1/11/2023 20:49:38
